id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model
400,,ALBANY CREEK,QLD,4035,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
401,,ALBERTON,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
402,,ALBION,QLD,4010,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
403,,ALDERLEY,QLD,4051,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
404,,ALEXANDRA HILLS,QLD,4161,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
405,,ALGESTER,QLD,4115,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
406,,AMITY POINT,QLD,4183,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
407,,ANNERLEY,QLD,4103,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
408,,ANSTEAD,QLD,4070,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
409,,ARANA HILLS,QLD,4054,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
410,,ARCHERFIELD,QLD,4108,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
411,,ARCHERFIELD BC,QLD,4108,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
412,,ARMSTRONG CREEK,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
413,,ASCOT,QLD,4007,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
414,,ASHGROVE,QLD,4060,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
415,,ASHGROVE WEST,QLD,4060,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
416,,ASPLEY,QLD,4034,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
417,,AUCHENFLOWER,QLD,4066,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
418,,BAHRS SCRUB,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
419,,BALD HILLS,QLD,4036,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
420,,BALMORAL,QLD,4171,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
421,,BANKSIA BEACH,QLD,4507,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
422,,BANNOCKBURN,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
423,,BANYO,QLD,4014,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
424,,BARDON,QLD,4065,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
425,,BEACHMERE,QLD,4510,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
426,,BEENLEIGH,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
427,,BEERBURRUM,QLD,4517,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
428,,BEERWAH,QLD,4519,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
429,,BELIVAH,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
430,,BELLARA,QLD,4507,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
431,,BELLBOWRIE,QLD,4070,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
432,,BELLMERE,QLD,4510,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
433,,BELLTHORPE,QLD,4514,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
434,,BELMONT,QLD,4153,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
435,,BERRINBA,QLD,4117,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
436,,BETHANIA,QLD,4205,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
437,,BIRKDALE,QLD,4159,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
438,,BONGAREE,QLD,4507,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
439,,BOONDALL,QLD,4034,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
440,,BORONIA HEIGHTS,QLD,4124,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
441,,BOWEN HILLS,QLD,4006,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
442,,BRACALBA,QLD,4512,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
443,,BRACKEN RIDGE,QLD,4017,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
444,,BRAY PARK,QLD,4500,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
445,,BRENDALE,QLD,4500,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
446,,BRIBIE ISLAND,QLD,4507,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
447,,BRIDGEMAN DOWNS,QLD,4035,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
448,,BRIGHTON,QLD,4017,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
449,,BRIGHTON EVENTIDE,QLD,4017,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
450,,BRISBANE,QLD,4000,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
451,,BRISBANE,QLD,4001,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
452,,BRISBANE,QLD,9000,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
453,,BRISBANE AIRPORT,QLD,4008,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
454,,BRISBANE CITY,QLD,4000,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
455,,BROOKFIELD,QLD,4069,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
456,,BROOKSIDE CENTRE,QLD,4053,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
457,,BROWNS PLAINS,QLD,4118,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
458,,BUCCAN,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
459,,BULIMBA,QLD,4171,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
460,,BULWER,QLD,4025,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
461,,BUNYA,QLD,4055,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
462,,BURANDA,QLD,4102,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
463,,BURBANK,QLD,4156,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
464,,BURPENGARY,QLD,4505,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
465,,BURPENGARY DC,QLD,4505,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
466,,CABOOLTURE,QLD,4510,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
467,,CABOOLTURE SOUTH,QLD,4510,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
468,,CALAMVALE,QLD,4116,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
469,,CAMP HILL,QLD,4152,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
470,,CAMP MOUNTAIN,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
471,,CAMPBELLS POCKET,QLD,4521,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
472,,CANNON HILL,QLD,4170,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
473,,CAPALABA,QLD,4157,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
474,,CAPALABA DC,QLD,4157,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
475,,CAPALABA WEST,QLD,4157,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
476,,CARBROOK,QLD,4130,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
477,,CARINA,QLD,4152,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
478,,CARINA HEIGHTS,QLD,4152,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
479,,CARINDALE,QLD,4152,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
480,,CARSELDINE,QLD,4034,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
481,,CASHMERE,QLD,4500,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
482,,CEDAR CREEK,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
483,,CEDAR CREEK,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
484,,CHAMBERS FLAT,QLD,4133,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
485,,CHANDLER,QLD,4155,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
486,,CHAPEL HILL,QLD,4069,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
487,,CHELMER,QLD,4068,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
488,,CHERMSIDE,QLD,4032,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
489,,CHERMSIDE SOUTH,QLD,4032,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
490,,CHERMSIDE WEST,QLD,4032,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
491,,CITY EAST,QLD,4002,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
492,,CLAYFIELD,QLD,4011,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
493,,CLEAR MOUNTAIN,QLD,4500,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
494,,CLEVELAND,QLD,4163,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
495,,CLEVELAND DC,QLD,4163,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
496,,CLONTARF,QLD,4019,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
497,,CLONTARF BEACH,QLD,4019,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
498,,CLONTARF DC,QLD,4019,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
499,,CLOSEBURN,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
500,,COOCHIEMUDLO ISLAND,QLD,4184,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
501,,COOCHIN CREEK,QLD,4519,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
502,,COOPERS PLAINS,QLD,4108,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
503,,COORPAROO,QLD,4151,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
504,,COORPAROO DC,QLD,4151,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
505,,CORINDA,QLD,4075,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
506,,CORNUBIA,QLD,4130,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
507,,CRESTMEAD,QLD,4132,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
508,,CROHAMHURST,QLD,4519,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
509,,D'AGUILAR,QLD,4514,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
510,,DAISY HILL,QLD,4127,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
511,,DAKABIN,QLD,4503,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
512,,DARRA,QLD,4076,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
513,,DAYBORO,QLD,4521,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
514,,DEAGON,QLD,4017,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
515,,DECEPTION BAY,QLD,4508,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
516,,DELANEYS CREEK,QLD,4514,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
517,,DONNYBROOK,QLD,4510,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
518,,DOOLANDELLA,QLD,4077,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
519,,DRAPER,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
520,,DREWVALE,QLD,4116,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
521,,DUNWICH,QLD,4183,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
522,,DURACK,QLD,4077,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
523,,DUTTON PARK,QLD,4102,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
524,,EAGLE FARM,QLD,4009,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
525,,EAGLEBY,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
526,,EAST BRISBANE,QLD,4169,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
527,,EATONS HILL,QLD,4037,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
528,,EDENS LANDING,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
529,,EIGHT MILE PLAINS,QLD,4113,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
530,,ELIMBAH,QLD,4516,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
531,,ELLEN GROVE,QLD,4078,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
532,,ENOGGERA,QLD,4051,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
533,,ENOGGERA RESERVOIR,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
534,,EVERTON HILLS,QLD,4053,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
535,,EVERTON PARK,QLD,4053,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
536,,FAIRFIELD,QLD,4103,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
537,,FAIRFIELD GARDENS,QLD,4103,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
538,,FERNY GROVE,QLD,4055,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
539,,FERNY HILLS,QLD,4055,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
540,,FIG TREE POCKET,QLD,4069,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
541,,FITZGIBBON,QLD,4018,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
542,,FOREST LAKE,QLD,4078,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
543,,FORESTDALE,QLD,4118,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
544,,FORTITUDE VALLEY,QLD,4006,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
545,,GAYTHORNE,QLD,4051,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
546,,GEEBUNG,QLD,4034,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
547,,GEORGE STREET,QLD,4003,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
548,,GLASS HOUSE MOUNTAINS,QLD,4518,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
549,,GODWIN BEACH,QLD,4511,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
550,,GORDON PARK,QLD,4031,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
551,,GRACEVILLE,QLD,4075,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
552,,GRANGE,QLD,4051,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
553,,GREENBANK,QLD,4124,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
554,,GREENSLOPES,QLD,4120,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
555,,GRIFFIN,QLD,4503,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
556,,GUMDALE,QLD,4154,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
557,,HAMILTON,QLD,4007,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
558,,HAMILTON CENTRAL,QLD,4007,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
559,,HAWTHORNE,QLD,4171,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
560,,HAZELDEAN,QLD,4515,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
561,,HEATHWOOD,QLD,4110,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
562,,HEMMANT,QLD,4174,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
563,,HENDRA,QLD,4011,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
564,,HERITAGE PARK,QLD,4118,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
565,,HERSTON,QLD,4006,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
566,,HIGHGATE HILL,QLD,4101,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
567,,HIGHVALE,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
568,,HILLCREST,QLD,4118,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
569,,HOLLAND PARK,QLD,4121,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
570,,HOLLAND PARK EAST,QLD,4121,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
571,,HOLLAND PARK WEST,QLD,4121,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
572,,HOLMVIEW,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
573,,INALA,QLD,4077,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
574,,INALA HEIGHTS,QLD,4077,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
575,,INDOOROOPILLY,QLD,4068,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
576,,JAMBOREE HEIGHTS,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
577,,JINDALEE,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
578,,JOLLYS LOOKOUT,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
579,,KALLANGUR,QLD,4503,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
580,,KANGAROO POINT,QLD,4169,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
581,,KARAWATHA,QLD,4117,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
582,,KEDRON,QLD,4031,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
583,,KELVIN GROVE,QLD,4059,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
584,,KELVIN GROVE BC,QLD,4059,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
585,,KENMORE,QLD,4069,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
586,,KEPERRA,QLD,4054,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
587,,KILCOY,QLD,4515,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
588,,KINGSTON,QLD,4114,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
589,,KIPPA-RING,QLD,4021,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
590,,KOBBLE CREEK,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
591,,KOORINGAL,QLD,4025,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
592,,KURABY,QLD,4112,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
593,,KURWONGBAH,QLD,4503,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
594,,LAMB ISLAND,QLD,4184,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
595,,LARAPINTA,QLD,4110,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
596,,LAWNTON,QLD,4501,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
597,,LOGAN CENTRAL,QLD,4114,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
598,,LOGAN RESERVE,QLD,4133,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
599,,LOGAN VILLAGE,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
600,,LOGANHOLME,QLD,4129,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
601,,LOGANLEA,QLD,4131,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
602,,LOTA,QLD,4179,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
603,,LUSCOMBE,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2021,9,15,7,0,10,best_guess
