id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
397,,ALBANY CREEK,QLD,4035,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Albany Creek QLD 4035, Australia","Brisbane City QLD 4000, Australia",50.36666666666667,20.193,24.05519523494375
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
399,,ALBION,QLD,4010,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Albion QLD 4010, Australia","Brisbane City QLD 4000, Australia",20.566666666666666,5.4,15.753646677471638
400,,ALDERLEY,QLD,4051,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Alderley QLD 4051, Australia","Brisbane City QLD 4000, Australia",26.85,7.003,15.649162011173184
401,,ALEXANDRA HILLS,QLD,4161,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Alexandra Hills QLD 4161, Australia","Brisbane City QLD 4000, Australia",73.28333333333333,25.923,21.22419831703434
402,,ALGESTER,QLD,4115,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Algester QLD 4115, Australia","Brisbane City QLD 4000, Australia",49.86666666666667,21.768,26.19144385026738
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
404,,ANNERLEY,QLD,4103,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Annerley QLD 4103, Australia","Brisbane City QLD 4000, Australia",26.566666666666666,6.91,15.606022584692598
405,,ANSTEAD,QLD,4070,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Anstead QLD 4070, Australia","Brisbane City QLD 4000, Australia",99.95,27.949,16.777788894447227
406,,ARANA HILLS,QLD,4054,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Arana Hills QLD 4054, Australia","Brisbane City QLD 4000, Australia",43.35,14.195,19.647058823529413
407,,ARCHERFIELD,QLD,4108,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Archerfield QLD 4108, Australia","Brisbane City QLD 4000, Australia",62.266666666666666,15.315,14.757494646680943
408,,ARCHERFIELD BC,QLD,4108,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"612 Boundary Rd, Archerfield QLD 4108, Australia","Brisbane City QLD 4000, Australia",59.31666666666667,15.11,15.28406855858387
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
410,,ASCOT,QLD,4007,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Ascot QLD 4007, Australia","Brisbane City QLD 4000, Australia",31.266666666666666,6.739,12.931982942430704
411,,ASHGROVE,QLD,4060,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Ashgrove QLD 4060, Australia","Brisbane City QLD 4000, Australia",30.616666666666667,6.815,13.35547087642896
412,,ASHGROVE WEST,QLD,4060,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Ashgrove QLD 4060, Australia","Brisbane City QLD 4000, Australia",27.333333333333332,6.807,14.94219512195122
413,,ASPLEY,QLD,4034,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Aspley QLD 4034, Australia","Brisbane City QLD 4000, Australia",42.416666666666664,14.253,20.161414538310414
414,,AUCHENFLOWER,QLD,4066,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Auchenflower QLD 4066, Australia","Brisbane City QLD 4000, Australia",26.183333333333334,4.629,10.607511139401653
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
416,,BALD HILLS,QLD,4036,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Bald Hills QLD 4036, Australia","Brisbane City QLD 4000, Australia",52.21666666666667,21.945,25.216086817746568
417,,BALMORAL,QLD,4171,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Balmoral QLD 4171, Australia","Brisbane City QLD 4000, Australia",43.15,9.769,13.583777520278101
418,,BANKSIA BEACH,QLD,4507,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Banksia Beach QLD 4507, Australia","Brisbane City QLD 4000, Australia",128.6,78.11,36.443234836702956
419,,BANNOCKBURN,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Bannockburn QLD 4207, Australia","Brisbane City QLD 4000, Australia",117.98333333333333,50.896,25.882977821726232
420,,BANYO,QLD,4014,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Banyo QLD 4014, Australia","Brisbane City QLD 4000, Australia",34.55,12.874,22.357163531114328
421,,BARDON,QLD,4065,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Bardon QLD 4065, Australia","Brisbane City QLD 4000, Australia",33.63333333333333,6.63,11.827552031714568
422,,BEACHMERE,QLD,4510,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Beachmere QLD 4510, Australia","Brisbane City QLD 4000, Australia",90.96666666666667,62.464,41.20014657383657
423,,BEENLEIGH,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Beenleigh QLD 4207, Australia","Brisbane City QLD 4000, Australia",59.083333333333336,41.931,42.58155148095909
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
425,,BEERWAH,QLD,4519,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Beerwah QLD 4519, Australia","Brisbane City QLD 4000, Australia",122.58333333333333,90.973,44.52791298436438
426,,BELIVAH,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Belivah QLD 4207, Australia","Brisbane City QLD 4000, Australia",107.86666666666666,50.088,27.8610630407911
427,,BELLARA,QLD,4507,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Bellara QLD 4507, Australia","Brisbane City QLD 4000, Australia",106.21666666666667,72.856,41.15512317589832
428,,BELLBOWRIE,QLD,4070,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Bellbowrie QLD 4070, Australia","Brisbane City QLD 4000, Australia",62.1,21.955,21.21256038647343
429,,BELLMERE,QLD,4510,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Bellmere QLD 4510, Australia","Brisbane City QLD 4000, Australia",88.41666666666667,54.796,37.184844486333645
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
431,,BELMONT,QLD,4153,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Belmont QLD 4153, Australia","Brisbane City QLD 4000, Australia",58.03333333333333,17.724,18.32464101091327
432,,BERRINBA,QLD,4117,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Berrinba QLD 4117, Australia","Brisbane City QLD 4000, Australia",90.7,29.639,19.60683572216097
433,,BETHANIA,QLD,4205,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Bethania QLD 4205, Australia","Brisbane City QLD 4000, Australia",91.26666666666667,37.746,24.814755295836378
434,,BIRKDALE,QLD,4159,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Birkdale QLD 4159, Australia","Brisbane City QLD 4000, Australia",76.48333333333333,32.476,25.476923076923075
435,,BONGAREE,QLD,4507,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Bongaree QLD 4507, Australia","Brisbane City QLD 4000, Australia",101.43333333333334,73.426,43.43305948077555
436,,BOONDALL,QLD,4034,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Boondall QLD 4034, Australia","Brisbane City QLD 4000, Australia",62.71666666666667,22.223,21.260377358490565
437,,BORONIA HEIGHTS,QLD,4124,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Boronia Heights QLD 4124, Australia","Brisbane City QLD 4000, Australia",93.31666666666666,37.795,24.301125200928738
438,,BOWEN HILLS,QLD,4006,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Bowen Hills QLD 4006, Australia","Brisbane City QLD 4000, Australia",20.733333333333334,4.112,11.89967845659164
439,,BRACALBA,QLD,4512,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Bracalba QLD 4512, Australia","Brisbane City QLD 4000, Australia",81.43333333333334,66.231,48.79893573475235
440,,BRACKEN RIDGE,QLD,4017,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Bracken Ridge QLD 4017, Australia","Brisbane City QLD 4000, Australia",62.0,24.296,23.512258064516125
441,,BRAY PARK,QLD,4500,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Bray Park QLD 4500, Australia","Brisbane City QLD 4000, Australia",57.46666666666667,28.811,30.081090487238978
442,,BRENDALE,QLD,4500,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Brendale QLD 4500, Australia","Brisbane City QLD 4000, Australia",77.58333333333333,26.692,20.642577873254567
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
444,,BRIDGEMAN DOWNS,QLD,4035,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Bridgeman Downs QLD 4035, Australia","Brisbane City QLD 4000, Australia",64.78333333333333,17.639,16.336609210187806
445,,BRIGHTON,QLD,4017,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Brighton QLD 4017, Australia","Brisbane City QLD 4000, Australia",61.4,23.447,22.91237785016287
446,,BRIGHTON EVENTIDE,QLD,4017,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"469 hhormibrook hwy, Brighton QLD 4017, Australia","Brisbane City QLD 4000, Australia",55.13333333333333,22.614,24.610157194679566
447,,BRISBANE AIRPORT,QLD,4008,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Brisbane Airport QLD 4008, Australia","Brisbane City QLD 4000, Australia",35.75,16.745,28.103496503496505
449,,BROOKFIELD,QLD,4069,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Brookfield QLD 4069, Australia","Brisbane City QLD 4000, Australia",77.18333333333334,18.406,14.308270351975812
450,,BROOKSIDE CENTRE,QLD,4053,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"159 Osborne Rd, Mitchelton QLD 4053, Australia","Brisbane City QLD 4000, Australia",33.15,11.924,21.581900452488686
451,,BROWNS PLAINS,QLD,4118,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Browns Plains QLD 4118, Australia","Brisbane City QLD 4000, Australia",63.88333333333333,26.626,25.00746151839291
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
453,,BULIMBA,QLD,4171,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Bulimba QLD 4171, Australia","Brisbane City QLD 4000, Australia",40.53333333333333,10.256,15.18157894736842
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
456,,BURANDA,QLD,4102,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Buranda, Gillingham St, Woolloongabba QLD 4102, Australia","Brisbane City QLD 4000, Australia",14.716666666666667,4.492,18.31392978482446
457,,BURBANK,QLD,4156,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Burbank QLD 4156, Australia","Brisbane City QLD 4000, Australia",39.86666666666667,25.527,38.4185618729097
458,,BURPENGARY,QLD,4505,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Burpengary QLD 4505, Australia","Brisbane City QLD 4000, Australia",78.73333333333333,43.789,33.37011007620661
459,,BURPENGARY DC,QLD,4505,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"16-18/17-21 Progress Rd, Burpengary QLD 4505, Australia","Brisbane City QLD 4000, Australia",80.06666666666666,43.897,32.89533721898418
460,,CABOOLTURE,QLD,4510,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Caboolture QLD 4510, Australia","Brisbane City QLD 4000, Australia",101.78333333333333,53.986,31.824070738496804
461,,CABOOLTURE SOUTH,QLD,4510,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Caboolture South QLD 4510, Australia","Brisbane City QLD 4000, Australia",88.55,52.919,35.85702992659514
462,,CALAMVALE,QLD,4116,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Calamvale QLD 4116, Australia","Brisbane City QLD 4000, Australia",46.3,20.687,26.80820734341253
463,,CAMP HILL,QLD,4152,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Camp Hill QLD 4152, Australia","Brisbane City QLD 4000, Australia",32.916666666666664,10.163,18.52496202531646
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
466,,CANNON HILL,QLD,4170,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Cannon Hill QLD 4170, Australia","Brisbane City QLD 4000, Australia",44.15,11.849,16.102831257078144
467,,CAPALABA,QLD,4157,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Capalaba QLD 4157, Australia","Brisbane City QLD 4000, Australia",69.05,37.998,33.017813178855896
468,,CAPALABA DC,QLD,4157,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Capalaba Park Shopping Centre, 59 45/7 Redland Bay Rd, Capalaba QLD 4157, Australia","Brisbane City QLD 4000, Australia",66.68333333333334,23.017,20.710122469382654
469,,CAPALABA WEST,QLD,4157,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Capalaba QLD 4157, Australia","Brisbane City QLD 4000, Australia",69.05,37.998,33.017813178855896
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
471,,CARINA,QLD,4152,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Carina QLD 4152, Australia","Brisbane City QLD 4000, Australia",44.03333333333333,12.383,16.873126419379258
472,,CARINA HEIGHTS,QLD,4152,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Carina Heights QLD 4152, Australia","Brisbane City QLD 4000, Australia",39.46666666666667,13.627,20.716722972972974
473,,CARINDALE,QLD,4152,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Carindale QLD 4152, Australia","Brisbane City QLD 4000, Australia",51.31666666666667,14.342,16.768821045794088
474,,CARSELDINE,QLD,4034,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Carseldine QLD 4034, Australia","Brisbane City QLD 4000, Australia",57.0,17.277,18.186315789473685
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
479,,CHANDLER,QLD,4155,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Chandler QLD 4155, Australia","Brisbane City QLD 4000, Australia",57.25,19.633,20.57606986899563
480,,CHAPEL HILL,QLD,4069,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Chapel Hill QLD 4069, Australia","Brisbane City QLD 4000, Australia",60.25,12.059,12.008962655601659
481,,CHELMER,QLD,4068,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Chelmer QLD 4068, Australia","Brisbane City QLD 4000, Australia",31.616666666666667,9.812,18.620558777016342
482,,CHERMSIDE,QLD,4032,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Chermside QLD 4032, Australia","Brisbane City QLD 4000, Australia",32.86666666666667,12.39,22.61866125760649
483,,CHERMSIDE SOUTH,QLD,4032,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Chermside QLD 4032, Australia","Brisbane City QLD 4000, Australia",32.86666666666667,12.39,22.61866125760649
484,,CHERMSIDE WEST,QLD,4032,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Chermside West QLD 4032, Australia","Brisbane City QLD 4000, Australia",35.06666666666667,11.703,20.02414448669201
485,,CITY EAST,QLD,4002,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Unit 4002/79 Albert St, Brisbane City QLD 4000, Australia","Brisbane City QLD 4000, Australia",5.266666666666667,0.381,4.340506329113924
486,,CLAYFIELD,QLD,4011,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Clayfield QLD 4011, Australia","Brisbane City QLD 4000, Australia",23.433333333333334,7.929,20.301849217638694
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
488,,CLEVELAND,QLD,4163,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Cleveland QLD 4163, Australia","Brisbane City QLD 4000, Australia",75.86666666666666,32.369,25.599384885764504
489,,CLEVELAND DC,QLD,4163,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Stockland Cleveland Shopping Centre, 85/90 Middle St, Cleveland QLD 4163, Australia","Brisbane City QLD 4000, Australia",73.88333333333334,38.414,31.19566884728175
490,,CLONTARF,QLD,4019,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Clontarf QLD 4019, Australia","Brisbane City QLD 4000, Australia",81.38333333333334,30.598,22.558427196395655
491,,CLONTARF BEACH,QLD,4019,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Clontarf Beach, Brisbane QLD, Australia","Brisbane City QLD 4000, Australia",62.43333333333333,27.723,26.64249866524293
492,,CLONTARF DC,QLD,4019,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"4/114-116 Hornibrook Esplanade, Clontarf QLD 4019, Australia","Brisbane City QLD 4000, Australia",65.18333333333334,28.472,26.207926361544363
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
496,,COOPERS PLAINS,QLD,4108,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Coopers Plains QLD 4108, Australia","Brisbane City QLD 4000, Australia",44.71666666666667,16.289,21.856280283265004
497,,COORPAROO,QLD,4151,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Coorparoo QLD 4151, Australia","Brisbane City QLD 4000, Australia",29.65,7.374,14.922091062394603
498,,COORPAROO DC,QLD,4151,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"177 Old Cleveland Rd, Coorparoo QLD 4151, Australia","Brisbane City QLD 4000, Australia",21.35,6.54,18.379391100702577
499,,CORINDA,QLD,4075,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Corinda QLD 4075, Australia","Brisbane City QLD 4000, Australia",39.75,13.092,19.761509433962267
500,,CORNUBIA,QLD,4130,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Cornubia QLD 4130, Australia","Brisbane City QLD 4000, Australia",81.48333333333333,39.531,29.108529351605643
501,,CRESTMEAD,QLD,4132,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Crestmead QLD 4132, Australia","Brisbane City QLD 4000, Australia",90.16666666666667,36.368,24.200517560073937
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
503,,D'AGUILAR,QLD,4514,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"D'Aguilar QLD 4514, Australia","Brisbane City QLD 4000, Australia",86.43333333333334,71.926,49.92934824527574
504,,DAISY HILL,QLD,4127,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Daisy Hill QLD 4127, Australia","Brisbane City QLD 4000, Australia",94.28333333333333,39.985,25.445642566731483
505,,DAKABIN,QLD,4503,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Dakabin QLD 4503, Australia","Brisbane City QLD 4000, Australia",70.28333333333333,35.147,30.004552999762865
506,,DARRA,QLD,4076,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Darra QLD 4076, Australia","Brisbane City QLD 4000, Australia",42.05,17.259,24.62639714625446
id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
508,,DEAGON,QLD,4017,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Deagon QLD 4017, Australia","Brisbane City QLD 4000, Australia",46.85,19.622,25.129562433297757
509,,DECEPTION BAY,QLD,4508,Australia,,Brisbane CBD,QLD,4000,Australia,transit,,,,2017,2,22,7,0,0,best_guess,"Deception Bay QLD 4508, Australia","Brisbane City QLD 4000, Australia",92.71666666666667,44.432,28.753406435376597
