id,orig_street,orig_suburb,orig_state,orig_postcode,orig_country,dest_street,dest_suburb,dest_state,dest_postcode,dest_country,mode,transit_mode,transit_routing_preference,avoid,year,month,day,hour,minute,time_zone,traffic_model,orig_output,dest_output,duration (minutes),distance (km),average_speed (km/hr)
110,,DAISY HILL,QLD,4127,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Daisy Hill QLD 4127, Australia","Brisbane City QLD 4000, Australia",29.616666666666667,27.751,56.220371412492966
111,,DAKABIN,QLD,4503,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Dakabin QLD 4503, Australia","Brisbane City QLD 4000, Australia",39.43333333333333,36.042,54.83989856297549
112,,DARRA,QLD,4076,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Darra QLD 4076, Australia","Brisbane City QLD 4000, Australia",21.7,17.352,47.9778801843318
113,,DAYBORO,QLD,4521,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Dayboro QLD 4521, Australia","Brisbane City QLD 4000, Australia",49.65,45.173,54.58972809667674
114,,DEAGON,QLD,4017,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Deagon QLD 4017, Australia","Brisbane City QLD 4000, Australia",25.95,20.894,48.309826589595374
115,,DECEPTION BAY,QLD,4508,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Deception Bay QLD 4508, Australia","Brisbane City QLD 4000, Australia",42.06666666666667,38.639,55.11109350237718
116,,DELANEYS CREEK,QLD,4514,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Delaneys Creek QLD 4514, Australia","Brisbane City QLD 4000, Australia",66.98333333333333,76.113,68.17785518785767
117,,DONNYBROOK,QLD,4510,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Donnybrook QLD 4510, Australia","Brisbane City QLD 4000, Australia",58.35,65.212,67.0560411311054
118,,DOOLANDELLA,QLD,4077,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Doolandella QLD 4077, Australia","Brisbane City QLD 4000, Australia",27.366666666666667,20.424,44.778562728380024
119,,DRAPER,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Draper QLD 4520, Australia","Brisbane City QLD 4000, Australia",36.63333333333333,25.555,41.85532302092812
120,,DREWVALE,QLD,4116,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Drewvale QLD 4116, Australia","Brisbane City QLD 4000, Australia",28.05,29.247,62.560427807486626
121,,DUNWICH,QLD,4183,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Dunwich QLD 4183, Australia","Brisbane City QLD 4000, Australia",164.25,79.375,28.99543378995434
122,,DURACK,QLD,4077,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Durack QLD 4077, Australia","Brisbane City QLD 4000, Australia",22.266666666666666,16.48,44.40718562874252
123,,DUTTON PARK,QLD,4102,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Dutton Park QLD 4102, Australia","Brisbane City QLD 4000, Australia",8.383333333333333,3.632,25.994433399602386
124,,EAGLE FARM,QLD,4009,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Eagle Farm QLD 4009, Australia","Brisbane City QLD 4000, Australia",17.066666666666666,15.676,55.1109375
125,,EAGLEBY,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Eagleby QLD 4207, Australia","Brisbane City QLD 4000, Australia",28.4,35.04,74.02816901408451
126,,EAST BRISBANE,QLD,4169,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"East Brisbane QLD 4169, Australia","Brisbane City QLD 4000, Australia",10.216666666666667,4.762,27.96606851549755
127,,EATONS HILL,QLD,4037,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Eatons Hill QLD 4037, Australia","Brisbane City QLD 4000, Australia",37.333333333333336,23.096,37.11857142857143
128,,EDENS LANDING,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Edens Landing QLD 4207, Australia","Brisbane City QLD 4000, Australia",31.583333333333332,33.649,63.9242216358839
129,,EIGHT MILE PLAINS,QLD,4113,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Eight Mile Plains QLD 4113, Australia","Brisbane City QLD 4000, Australia",17.9,16.326,54.72402234636873
130,,ELIMBAH,QLD,4516,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Elimbah QLD 4516, Australia","Brisbane City QLD 4000, Australia",51.483333333333334,55.267,64.40958238912269
131,,ELLEN GROVE,QLD,4078,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Ellen Grove QLD 4078, Australia","Brisbane City QLD 4000, Australia",29.45,24.279,49.46485568760611
132,,ENOGGERA,QLD,4051,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Enoggera QLD 4051, Australia","Brisbane City QLD 4000, Australia",19.3,9.635,29.95336787564767
133,,ENOGGERA RESERVOIR,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Enoggera Reservoir QLD 4520, Australia","Brisbane City QLD 4000, Australia",31.516666666666666,19.383,36.9004759386568
134,,EVERTON HILLS,QLD,4053,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Everton Hills QLD 4053, Australia","Brisbane City QLD 4000, Australia",22.283333333333335,12.262,33.0166043380703
135,,EVERTON PARK,QLD,4053,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Everton Park QLD 4053, Australia","Brisbane City QLD 4000, Australia",20.133333333333333,10.702,31.893377483443707
136,,FAIRFIELD,QLD,4103,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Fairfield QLD 4103, Australia","Brisbane City QLD 4000, Australia",9.716666666666667,5.006,30.911835334476844
137,,FAIRFIELD GARDENS,QLD,4103,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Fairfield Gardens Shopping Centre, 9a/180 Fairfield Rd, Fairfield QLD 4103, Australia","Brisbane City QLD 4000, Australia",12.333333333333334,6.456,31.40756756756757
138,,FERNY GROVE,QLD,4055,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Ferny Grove QLD 4055, Australia","Brisbane City QLD 4000, Australia",25.616666666666667,15.243,35.70253741054001
139,,FERNY HILLS,QLD,4055,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Ferny Hills QLD 4055, Australia","Brisbane City QLD 4000, Australia",40.083333333333336,18.809,28.154844074844075
140,,FIG TREE POCKET,QLD,4069,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Fig Tree Pocket QLD 4069, Australia","Brisbane City QLD 4000, Australia",24.366666666666667,17.141,42.20766073871408
141,,FITZGIBBON,QLD,4018,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Fitzgibbon QLD 4018, Australia","Brisbane City QLD 4000, Australia",27.55,19.585,42.653357531760435
142,,FOREST LAKE,QLD,4078,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Forest Lake QLD 4078, Australia","Brisbane City QLD 4000, Australia",31.116666666666667,24.464,47.17214783074451
143,,FORESTDALE,QLD,4118,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Forestdale QLD 4118, Australia","Brisbane City QLD 4000, Australia",30.05,33.169,66.22762063227952
144,,FORTITUDE VALLEY,QLD,4006,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Fortitude Valley QLD 4006, Australia","Brisbane City QLD 4000, Australia",9.833333333333334,6.685,40.78983050847457
145,,GAYTHORNE,QLD,4051,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Gaythorne QLD 4051, Australia","Brisbane City QLD 4000, Australia",15.966666666666667,8.591,32.28350730688935
146,,GEEBUNG,QLD,4034,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Geebung QLD 4034, Australia","Brisbane City QLD 4000, Australia",20.916666666666668,15.11,43.34342629482071
147,,GEORGE STREET,QLD,4003,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"George St, Brisbane City QLD 4000, Australia","Brisbane City QLD 4000, Australia",2.3333333333333335,0.371,9.54
148,,GLASS HOUSE MOUNTAINS,QLD,4518,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Glass House Mountains QLD 4518, Australia","Brisbane City QLD 4000, Australia",64.88333333333334,73.398,67.8738248137683
149,,GODWIN BEACH,QLD,4511,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Godwin Beach QLD 4511, Australia","Brisbane City QLD 4000, Australia",58.81666666666667,64.135,65.42533295551148
150,,GORDON PARK,QLD,4031,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Gordon Park QLD 4031, Australia","Brisbane City QLD 4000, Australia",13.616666666666667,10.747,47.355201958384335
151,,GRACEVILLE,QLD,4075,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Graceville QLD 4075, Australia","Brisbane City QLD 4000, Australia",18.45,11.12,36.16260162601626
152,,GRANGE,QLD,4051,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Grange QLD 4051, Australia","Brisbane City QLD 4000, Australia",15.283333333333333,7.401,29.055179934569246
153,,GREENBANK,QLD,4124,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Greenbank QLD 4124, Australia","Brisbane City QLD 4000, Australia",37.28333333333333,40.779,65.62556995976755
154,,GREENSLOPES,QLD,4120,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Greenslopes QLD 4120, Australia","Brisbane City QLD 4000, Australia",8.666666666666666,5.548,38.409230769230774
155,,GRIFFIN,QLD,4503,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Griffin QLD 4503, Australia","Brisbane City QLD 4000, Australia",34.266666666666666,29.258,51.22996108949416
156,,GUMDALE,QLD,4154,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Gumdale QLD 4154, Australia","Brisbane City QLD 4000, Australia",26.133333333333333,19.096,43.84285714285715
157,,HAMILTON,QLD,4007,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Hamilton QLD 4007, Australia","Brisbane City QLD 4000, Australia",16.583333333333332,10.443,37.78371859296483
158,,HAMILTON CENTRAL,QLD,4007,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"11 Racecourse Rd, Hamilton QLD 4007, Australia","Brisbane City QLD 4000, Australia",13.383333333333333,9.323,41.796762141967626
159,,HAWTHORNE,QLD,4171,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Hawthorne QLD 4171, Australia","Brisbane City QLD 4000, Australia",15.75,6.741,25.679999999999996
160,,HAZELDEAN,QLD,4515,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Hazeldean QLD 4515, Australia","Brisbane City QLD 4000, Australia",94.21666666666667,119.64,76.19034141163984
161,,HEATHWOOD,QLD,4110,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Heathwood QLD 4110, Australia","Brisbane City QLD 4000, Australia",30.016666666666666,22.7,45.374791782343145
162,,HEMMANT,QLD,4174,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Hemmant QLD 4174, Australia","Brisbane City QLD 4000, Australia",26.833333333333332,18.984,42.44869565217392
163,,HENDRA,QLD,4011,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Hendra QLD 4011, Australia","Brisbane City QLD 4000, Australia",16.533333333333335,14.181,51.46330645161289
164,,HERITAGE PARK,QLD,4118,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Heritage Park QLD 4118, Australia","Brisbane City QLD 4000, Australia",31.2,31.853,61.25576923076923
165,,HERSTON,QLD,4006,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Herston QLD 4006, Australia","Brisbane City QLD 4000, Australia",10.666666666666666,4.906,27.59625
166,,HIGHGATE HILL,QLD,4101,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Highgate Hill QLD 4101, Australia","Brisbane City QLD 4000, Australia",9.05,2.775,18.397790055248617
167,,HIGHVALE,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Highvale QLD 4520, Australia","Brisbane City QLD 4000, Australia",38.56666666666667,29.543,45.96145203111495
168,,HILLCREST,QLD,4118,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Hillcrest QLD 4118, Australia","Brisbane City QLD 4000, Australia",26.116666666666667,29.077,66.80102105934908
169,,HOLLAND PARK,QLD,4121,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Holland Park QLD 4121, Australia","Brisbane City QLD 4000, Australia",12.566666666666666,9.794,46.761803713527854
170,,HOLLAND PARK EAST,QLD,4121,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Holland Park West QLD 4121, Australia","Brisbane City QLD 4000, Australia",10.816666666666666,8.893,49.32942989214176
171,,HOLLAND PARK WEST,QLD,4121,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Holland Park West QLD 4121, Australia","Brisbane City QLD 4000, Australia",10.816666666666666,8.893,49.32942989214176
172,,HOLMVIEW,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Holmview QLD 4207, Australia","Brisbane City QLD 4000, Australia",30.783333333333335,37.488,73.06811044937736
173,,INALA,QLD,4077,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Inala QLD 4077, Australia","Brisbane City QLD 4000, Australia",22.333333333333332,17.584,47.24059701492538
174,,INALA HEIGHTS,QLD,4077,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Inala Ave, Inala QLD 4077, Australia","Brisbane City QLD 4000, Australia",24.1,18.342,45.664730290456426
175,,INDOOROOPILLY,QLD,4068,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Indooroopilly QLD 4068, Australia","Brisbane City QLD 4000, Australia",14.25,7.408,31.191578947368424
176,,JAMBOREE HEIGHTS,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Jamboree Heights QLD 4074, Australia","Brisbane City QLD 4000, Australia",22.3,17.236,46.37488789237668
177,,JINDALEE,QLD,4074,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Jindalee QLD 4074, Australia","Brisbane City QLD 4000, Australia",21.883333333333333,15.116,41.44523990860625
178,,JOLLYS LOOKOUT,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Jollys Lookout QLD 4520, Australia","Brisbane City QLD 4000, Australia",35.233333333333334,25.783,43.90671712393567
179,,KALLANGUR,QLD,4503,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Kallangur QLD 4503, Australia","Brisbane City QLD 4000, Australia",37.38333333333333,31.058,49.84788230049041
180,,KANGAROO POINT,QLD,4169,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Kangaroo Point QLD 4169, Australia","Brisbane City QLD 4000, Australia",10.7,3.487,19.553271028037386
181,,KARAWATHA,QLD,4117,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Karawatha QLD 4117, Australia","Brisbane City QLD 4000, Australia",23.933333333333334,23.542,59.01894150417827
182,,KEDRON,QLD,4031,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Kedron QLD 4031, Australia","Brisbane City QLD 4000, Australia",13.033333333333333,10.45,48.10741687979539
183,,KELVIN GROVE,QLD,4059,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Kelvin Grove QLD 4059, Australia","Brisbane City QLD 4000, Australia",10.416666666666666,4.156,23.93856
184,,KELVIN GROVE BC,QLD,4059,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"59 Bishop St, Kelvin Grove QLD 4059, Australia","Brisbane City QLD 4000, Australia",9.866666666666667,4.551,27.675
185,,KENMORE,QLD,4069,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Kenmore QLD 4069, Australia","Brisbane City QLD 4000, Australia",24.683333333333334,17.656,42.91802835921674
186,,KEPERRA,QLD,4054,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Keperra QLD 4054, Australia","Brisbane City QLD 4000, Australia",22.233333333333334,12.063,32.55382308845577
187,,KILCOY,QLD,4515,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Kilcoy QLD 4515, Australia","Brisbane City QLD 4000, Australia",84.23333333333333,100.594,71.65381875741986
188,,KINGSTON,QLD,4114,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Kingston QLD 4114, Australia","Brisbane City QLD 4000, Australia",24.1,26.387,65.69377593360996
189,,KIPPA-RING,QLD,4021,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Kippa-Ring QLD 4021, Australia","Brisbane City QLD 4000, Australia",41.266666666666666,41.44,60.252019386106625
190,,KOBBLE CREEK,QLD,4520,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Kobble Creek QLD 4520, Australia","Brisbane City QLD 4000, Australia",51.85,43.472,50.305110896817745
191,,KOORINGAL,QLD,4025,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Kooringal QLD 4025, Australia","Brisbane City QLD 4000, Australia",191.56666666666666,70.394,22.04788585348878
192,,KURABY,QLD,4112,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Kuraby QLD 4112, Australia","Brisbane City QLD 4000, Australia",21.05,19.568,55.77577197149644
193,,KURWONGBAH,QLD,4503,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Kurwongbah QLD 4503, Australia","Brisbane City QLD 4000, Australia",41.81666666666667,34.227,49.110083698684726
194,,LAMB ISLAND,QLD,4184,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Lamb Island, QLD 4184, Australia","Brisbane City QLD 4000, Australia",118.0,61.12,31.077966101694916
195,,LARAPINTA,QLD,4110,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Larapinta QLD 4110, Australia","Brisbane City QLD 4000, Australia",31.15,31.846,61.340609951845906
196,,LAWNTON,QLD,4501,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Lawnton QLD 4501, Australia","Brisbane City QLD 4000, Australia",37.93333333333333,27.178,42.98804920913885
197,,LOGAN CENTRAL,QLD,4114,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Logan Central QLD 4114, Australia","Brisbane City QLD 4000, Australia",25.866666666666667,26.933,62.473453608247425
198,,LOGAN RESERVE,QLD,4133,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Logan Reserve QLD 4133, Australia","Brisbane City QLD 4000, Australia",36.6,35.947,58.929508196721315
199,,LOGAN VILLAGE,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Logan Village QLD 4207, Australia","Brisbane City QLD 4000, Australia",38.3,42.638,66.7958224543081
200,,LOGANHOLME,QLD,4129,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Loganholme QLD 4129, Australia","Brisbane City QLD 4000, Australia",22.966666666666665,30.23,78.97532656023222
201,,LOGANLEA,QLD,4131,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Loganlea QLD 4131, Australia","Brisbane City QLD 4000, Australia",26.083333333333332,28.99,66.68626198083068
202,,LOTA,QLD,4179,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Lota QLD 4179, Australia","Brisbane City QLD 4000, Australia",32.43333333333333,23.93,44.26927029804728
203,,LUSCOMBE,QLD,4207,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Luscombe QLD 4207, Australia","Brisbane City QLD 4000, Australia",40.5,45.019,66.6948148148148
204,,LUTWYCHE,QLD,4030,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Lutwyche QLD 4030, Australia","Brisbane City QLD 4000, Australia",13.533333333333333,8.562,37.959605911330044
205,,LYONS,QLD,4124,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Lyons QLD 4124, Australia","Brisbane City QLD 4000, Australia",51.55,50.512,58.79185257032008
206,,LYTTON,QLD,4178,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"Lytton QLD 4178, Australia","Brisbane City QLD 4000, Australia",29.533333333333335,26.1,53.02483069977427
207,,MACGREGOR,QLD,4109,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"MacGregor QLD 4109, Australia","Brisbane City QLD 4000, Australia",14.883333333333333,13.005,52.42777155655096
208,,MACKENZIE,QLD,4156,Australia,,Brisbane CBD,QLD,4000,Australia,driving,,,,2017,2,22,7,0,0,best_guess,"MacKenzie QLD 4156, Australia","Brisbane City QLD 4000, Australia",21.216666666666665,16.741,47.34296936370778
